business_id,name,address,city,state,postal_code,latitude,longitude,stars,review_count,is_open,attributes,categories,hours
dQIO_7U0sUkNXzbDaZ-LHQ,Huron Square Deli,1150 Huron Rd E,Cleveland,OH,44115,41.5000135,-81.683236,3.5,29,0,"{'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': True, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'GoodForKids': 'True', 'HasTV': 'True', 'BikeParking': 'True', 'Caters': 'True', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WiFi': ""u'free'"", 'Alcohol': ""u'none'"", 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'False', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '1', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'RestaurantsReservations': 'False'}","Sandwiches, Delis, Cafes, Restaurants","{'Monday': '7:0-16:0', 'Tuesday': '7:0-16:0', 'Wednesday': '7:0-16:0', 'Thursday': '7:0-16:0', 'Friday': '7:0-16:0', 'Saturday': '8:0-14:0'}"
49ka-LYrj6AnxnNwz6tvHg,Food Co-Op,11702 Euclid Ave,Cleveland,OH,44106,41.51081,-81.601646,3.5,6,0,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Grocery, Health Markets, Specialty Food, Food",
IGTHEYPol5kAoXMT3n807g,Club Centrum,2783 Euclid Heights Blvd,Cleveland Heights,OH,44106,41.5082566,-81.5807158,2,3,0,"{'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'loud'"", 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'Alcohol': ""u'full_bar'""}","Nightlife, Dance Clubs, Bars",
tkQxMSCsMooXE6UZ906Fjg,Sheraton Cleveland Airport Hotel,5300 Riverside Dr,Cleveland,OH,44135,41.410966,-81.833528,3.5,107,1,"{'RestaurantsGoodForGroups': 'True', 'RestaurantsAttire': ""u'casual'"", 'GoodForKids': 'True', 'RestaurantsPriceRange2': '2', 'WiFi': ""u'free'"", 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsBitcoin': 'False'}","Hotels, Event Planning & Services, Hotels & Travel, Venues & Event Spaces","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
Jo1t0_Tl27ejGQO9g3GDQA,Competition Dining: Fire in the City,1829 Cleveland Ave,Charlotte,NC,28203,35.2098526,-80.8572526,5,4,1,"{'RestaurantsPriceRange2': '4', 'RestaurantsAttire': ""u'dressy'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'RestaurantsReservations': 'True', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'False', 'GoodForKids': 'False'}","Festivals, Arts & Entertainment, American (New), Restaurants",
hbGC8KnYyefUgTlq0dAi4Q,The Alcazar Hotel,2450 Derbyshire Rd,Cleveland,OH,44106,41.5020316,-81.5925966,3.5,5,0,"{'RestaurantsPriceRange2': '2', 'WiFi': ""u'no'""}","Hotels, Event Planning & Services, Bed & Breakfast, Hotels & Travel",
ijY4C4ut4M9xg3QvK2R2pg,Li Wah,"2999 Payne Ave, Ste 102",Cleveland,OH,44114,41.50836681,-81.66937066,3.5,337,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BYOBCorkage': ""'no'"", 'Alcohol': ""'full_bar'"", 'WiFi': ""u'no'"", 'RestaurantsTakeOut': 'True', 'RestaurantsGoodForGroups': 'True', 'Caters': 'True', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'OutdoorSeating': 'False', 'RestaurantsReservations': 'True', 'RestaurantsAttire': ""'casual'"", 'NoiseLevel': ""u'average'"", 'RestaurantsDelivery': 'True', 'GoodForKids': 'True', 'BikeParking': 'True', 'RestaurantsTableService': 'True', 'HasTV': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': True, 'valet': False}""}","Dim Sum, Chinese, Cantonese, Restaurants","{'Monday': '10:0-0:0', 'Tuesday': '10:0-0:0', 'Wednesday': '10:0-0:0', 'Thursday': '10:0-0:0', 'Friday': '10:0-0:0', 'Saturday': '10:0-0:0', 'Sunday': '10:0-0:0'}"
FKm_SUMI5eNhM6enfygcsw,Marshalls,3485 Steelyard Dr,Cleveland,OH,44109,41.4597671,-81.6886995,3.5,9,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}""}","Department Stores, Shopping, Fashion",
WpOMfnH8hvUOENVNn9xMsQ,John Q's Steakhouse,55 Public Sq,Cleveland,OH,44113,41.49972216,-81.69584465,3.5,27,0,"{'RestaurantsDelivery': 'False', 'RestaurantsPriceRange2': '3', 'OutdoorSeating': 'True', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'GoodForKids': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': True, 'trendy': False, 'upscale': False, 'casual': False}"", 'HasTV': 'True', 'WiFi': ""u'free'"", 'HappyHour': 'True'}","American (Traditional), Steakhouses, Restaurants",
OI0whER_mXWZytTXQWJiSQ,Gamestop,3101 Westgate Mall,Cleveland,OH,44126,41.46152612,-81.8498251,3.5,3,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '3'}","Books, Mags, Music & Video, Shopping, Videos & Video Game Rental",
uCfs8ESP0lmtGIN7IX1fxg,A Phiner Bistro,2199 Lee Rd,Cleveland Heights,OH,44118,41.500041,-81.5651,5,4,0,"{'Caters': 'True', 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'very_loud'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsDelivery': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'HasTV': 'False', 'WiFi': ""u'no'"", 'Alcohol': ""u'none'""}","American (New), Restaurants, African","{'Tuesday': '16:0-20:30', 'Wednesday': '16:0-20:30', 'Thursday': '16:0-20:30', 'Friday': '16:0-22:0', 'Saturday': '16:0-22:0'}"
f_vq5jffrYheW-uQFluhrw,Drury Plaza Hotel - Cleveland,1380 E 6th St,Cleveland,OH,44114,41.5021743,-81.6919686,4.5,87,1,"{'DogsAllowed': 'True', 'BusinessAcceptsCreditCards': 'True', 'WiFi': ""u'free'"", 'RestaurantsPriceRange2': '2'}","Hotels & Travel, Hotels, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '0:0-0:0', 'Wednesday': '0:0-0:0', 'Thursday': '0:0-0:0', 'Friday': '0:0-0:0', 'Saturday': '0:0-0:0', 'Sunday': '0:0-0:0'}"
nRmTDIs3Gbis9aX2-v1qcw,Shula's 2 Steak & Sports,6200 Quarry Ln,Cleveland,OH,44131,41.39352526,-81.65051935,3,91,1,"{'BYOBCorkage': ""'yes_free'"", 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsPriceRange2': '2', 'NoiseLevel': ""'average'"", 'Corkage': 'False', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'Alcohol': ""u'full_bar'"", 'RestaurantsReservations': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsTakeOut': 'True', 'Caters': 'True', 'OutdoorSeating': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsDelivery': 'False', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'Music': ""{'dj': None, 'background_music': False, 'no_music': False, 'jukebox': None, 'live': False, 'video': False, 'karaoke': None}"", 'GoodForKids': 'False', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': True, 'thursday': False, 'sunday': True, 'saturday': False}"", 'GoodForDancing': 'False'}","American (Traditional), Seafood, Steakhouses, Restaurants, Bars, Sports Bars, Nightlife","{'Monday': '0:0-0:0', 'Tuesday': '11:0-17:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
fneDkhJDvnHNY3FRKS8YVg,Yorktown Service Plaza,6177 Pearl Rd,Cleveland,OH,44130,41.3931409,-81.7580696,4.5,20,1,"{'BikeParking': 'False', 'RestaurantsTakeOut': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True'}","Convenience Stores, Car Wash, Oil Change Stations, Food, Gas Stations, Tires, Automotive, Auto Repair","{'Monday': '7:0-18:0', 'Tuesday': '7:0-18:0', 'Wednesday': '7:0-18:0', 'Thursday': '7:0-18:0', 'Friday': '7:0-18:0', 'Saturday': '8:0-12:0'}"
PaLIOil2ryOkqntiP6e-hA,Canopy Collective,3910 Lorain Ave,Cleveland,OH,44113,41.4807567,-81.7129078,4.5,8,0,"{'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsPriceRange2': '2', 'GoodForKids': 'False', 'BusinessAcceptsCreditCards': 'True', 'ByAppointmentOnly': 'False'}","Arts & Entertainment, Arts & Crafts, Art Galleries, Shopping","{'Monday': '10:0-15:0', 'Tuesday': '10:0-15:0', 'Wednesday': '10:0-15:0', 'Thursday': '10:0-15:0', 'Friday': '10:0-15:0', 'Saturday': '10:0-17:0', 'Sunday': '10:0-17:0'}"
MaVoNsXYTvmqc20TxyTyew,Scorekeepers Bar & Grill,6395 Pearl Rd,Cleveland,OH,44130,41.386501,-81.767051,2,5,0,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '1', 'OutdoorSeating': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessAcceptsCreditCards': 'True'}","Sports Bars, Bars, Nightlife","{'Monday': '16:0-2:30', 'Tuesday': '16:0-2:30', 'Wednesday': '16:0-2:30', 'Thursday': '16:0-2:30', 'Friday': '16:0-2:30', 'Saturday': '12:0-2:30', 'Sunday': '12:0-0:0'}"
#NAME?,Cleveland Cookie Dough Company,,Cleveland,OH,44101,41.48684093,-81.76497297,5,7,1,"{'Caters': 'True', 'RestaurantsTakeOut': 'True', 'HappyHour': 'False', 'WheelchairAccessible': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'BusinessAcceptsCreditCards': 'True'}","Desserts, Food Trucks, Bakeries, Food","{'Monday': '10:0-20:0', 'Tuesday': '10:0-20:0', 'Wednesday': '10:0-20:0', 'Thursday': '10:0-20:0', 'Friday': '10:0-20:0', 'Saturday': '10:0-20:0', 'Sunday': '10:0-20:0'}"
SkdgjduPd1W1jzJBnJWRXQ,Popeyes Louisiana Kitchen,6140 Broadway Ave,Cleveland,OH,44127,41.4636994,-81.647627,1,9,1,"{'GoodForKids': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsDelivery': 'False', 'RestaurantsGoodForGroups': 'True', 'RestaurantsPriceRange2': '1', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsTakeOut': 'False', 'Caters': 'False', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","American (Traditional), Chicken Wings, Restaurants, Fast Food","{'Monday': '10:30-23:0', 'Tuesday': '10:30-23:0', 'Wednesday': '10:30-23:0', 'Thursday': '10:30-23:0', 'Friday': '10:30-23:0', 'Saturday': '10:30-23:0', 'Sunday': '10:30-22:0'}"
EoHYfqfIIRhDuI1h5YWagw,David's At Marriot Key Center,127 Public Square,Cleveland,OH,44114,41.501484,-81.694002,3,13,0,"{'WiFi': ""'free'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'OutdoorSeating': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '2', 'Alcohol': ""'none'"", 'RestaurantsAttire': ""'casual'"", 'GoodForKids': 'True', 'NoiseLevel': ""'average'"", 'RestaurantsDelivery': 'False', 'HasTV': 'False', 'RestaurantsReservations': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}""}","Breakfast & Brunch, Hotels, Restaurants, Hotels & Travel, American (Traditional), Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '6:30-14:0', 'Wednesday': '6:30-14:0', 'Thursday': '6:30-14:0', 'Friday': '6:30-14:0', 'Saturday': '7:0-12:0', 'Sunday': '7:0-13:0'}"
QHokh0YmRFAwVk_tHnioig,Larder Delicatessen and Bakery,1455 W 29th St,Cleveland,OH,44113,41.48914302,-81.71035159,4.5,68,1,"{'WiFi': ""'free'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}"", 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsTakeOut': 'True', 'Alcohol': ""u'none'"", 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'RestaurantsReservations': 'False', 'RestaurantsPriceRange2': '2', 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': True}"", 'DogsAllowed': 'True', 'RestaurantsTableService': 'False'}","Delis, Restaurants, Bakeries, Food","{'Monday': '0:0-0:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-17:30', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '10:0-14:0'}"
F9JDMhOEDsE0PnutWhGqAQ,Pizza Hut,10616 Lorain Ave,Cleveland,OH,44111,41.465371,-81.760242,2,7,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsReservations': 'False', 'RestaurantsTakeOut': 'True', 'RestaurantsPriceRange2': '1', 'Caters': 'False', 'RestaurantsDelivery': 'True', 'OutdoorSeating': 'False'}","Restaurants, Italian, Pizza, Chicken Wings","{'Monday': '11:0-23:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-23:0'}"
bK5nWi1oNs63utSlzmRUNg,Xinji Noodle Bar,4211 Lorain Ave,Cleveland,OH,44113,41.4794539,-81.71508,4,167,1,"{'WiFi': ""'no'"", 'RestaurantsReservations': 'True', 'Alcohol': ""u'full_bar'"", 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': False, 'video': False, 'karaoke': False}"", 'GoodForDancing': 'False', 'RestaurantsTableService': 'True', 'Caters': 'False', 'NoiseLevel': ""u'average'"", 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'RestaurantsGoodForGroups': 'True', 'HasTV': 'True', 'BestNights': ""{'monday': False, 'tuesday': False, 'friday': False, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': False}"", 'GoodForKids': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""'casual'"", 'BikeParking': 'True', 'RestaurantsTakeOut': 'True', 'OutdoorSeating': 'False', 'Ambience': ""{'touristy': False, 'hipster': True, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'HappyHour': 'True'}","Bars, Nightlife, Japanese, Restaurants, Ramen, Noodles","{'Monday': '0:0-0:0', 'Tuesday': '17:0-22:0', 'Wednesday': '17:0-22:0', 'Thursday': '17:0-22:0', 'Friday': '12:0-23:0', 'Saturday': '12:0-23:0'}"
ApCC_tyXVjLSzT2s8Hs3SA,New Balance Cleveland,20140 Van Aken Blvd,Shaker Heights,OH,44122,41.4652164,-81.5384461,4.5,5,1,"{'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True'}","Shopping, Sporting Goods, Shoe Stores, Sports Wear, Fashion","{'Monday': '10:0-19:0', 'Tuesday': '10:0-19:0', 'Wednesday': '10:0-19:0', 'Thursday': '10:0-19:0', 'Friday': '10:0-19:0', 'Saturday': '10:0-19:0', 'Sunday': '12:0-17:0'}"
cuI4nkcx6d1bdG--ZM4oww,Anatolia Cafe,2270 Lee Rd,Cleveland Heights,OH,44118,41.4977513,-81.5655053,4,264,1,"{'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'BikeParking': 'True', 'WiFi': ""'free'"", 'RestaurantsPriceRange2': '2', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': True, 'valet': True}"", 'RestaurantsDelivery': 'False', 'RestaurantsAttire': ""u'casual'"", 'RestaurantsGoodForGroups': 'True', 'Alcohol': ""u'full_bar'"", 'NoiseLevel': ""u'average'"", 'HasTV': 'True', 'Caters': 'True', 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'OutdoorSeating': 'True', 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': True, 'casual': True}"", 'HappyHour': 'True'}","Mediterranean, Restaurants, Middle Eastern, Turkish","{'Monday': '16:0-23:0', 'Tuesday': '16:0-23:0', 'Wednesday': '16:0-23:0', 'Thursday': '16:0-23:0', 'Friday': '11:0-23:0', 'Saturday': '11:0-23:0', 'Sunday': '11:0-23:0'}"
kf5vUoZTGedgydqce2e08g,Fat Fish Blue,21 Prospect Ave E,Cleveland,OH,44115,41.4982333,-81.6918632,3.5,29,0,"{'Alcohol': ""'full_bar'"", 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsDelivery': 'False', 'BYOBCorkage': ""'no'"", 'HasTV': 'True', 'GoodForKids': 'True', 'RestaurantsReservations': 'True', 'WiFi': ""u'free'"", 'OutdoorSeating': 'False', 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'RestaurantsPriceRange2': '2', 'HappyHour': 'True', 'BusinessParking': ""{'garage': True, 'street': False, 'validated': True, 'lot': False, 'valet': False}""}","American (New), Cajun/Creole, Seafood, Restaurants","{'Tuesday': '11:30-23:0', 'Wednesday': '11:30-23:0', 'Thursday': '11:30-23:0', 'Friday': '11:30-0:0', 'Saturday': '12:0-0:0', 'Sunday': '15:0-21:0'}"
YhTHb97nir-ZLOMzRYydag,Video Game Connection,4824 Memphis Ave,Cleveland,OH,44144,41.440051,-81.719862,5,8,1,"{'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'ByAppointmentOnly': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'WheelchairAccessible': 'True'}","Video Game Stores, Videos & Video Game Rental, Books, Mags, Music & Video, Shopping","{'Monday': '0:0-0:0', 'Tuesday': '12:0-18:0', 'Wednesday': '12:0-18:0', 'Thursday': '12:0-18:0', 'Friday': '12:0-18:0', 'Saturday': '11:0-18:0', 'Sunday': '12:0-18:0'}"
W1hXfgnugKfVV1wDhko5lw,Flat Iron Café,1114 Center St,Cleveland,OH,44113,41.4942971,-81.7018697,4,80,1,"{'RestaurantsReservations': 'False', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsAttire': ""'casual'"", 'RestaurantsTakeOut': 'True', 'GoodForKids': 'True', 'OutdoorSeating': 'True', 'HasTV': 'True', 'RestaurantsDelivery': 'False', 'WiFi': ""u'free'"", 'Ambience': ""{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}"", 'RestaurantsGoodForGroups': 'True', 'NoiseLevel': ""u'average'"", 'GoodForMeal': ""{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': True, 'brunch': False, 'breakfast': False}"", 'BikeParking': 'True', 'HappyHour': 'True', 'Alcohol': ""u'full_bar'"", 'Caters': 'False', 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}""}","Bars, Pubs, Nightlife, Irish, Restaurants","{'Monday': '11:0-22:0', 'Tuesday': '11:0-23:0', 'Wednesday': '11:0-23:0', 'Thursday': '11:0-23:0', 'Friday': '11:0-1:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-20:0'}"
CiGefVc9Uc-4H_aNgOMWhQ,Sakkio Japan,1301 E 9th St,Cleveland,OH,44114,41.5048384,-81.6895029,4,4,0,"{'RestaurantsPriceRange2': '1', 'RestaurantsGoodForGroups': 'True', 'RestaurantsTakeOut': 'True', 'RestaurantsReservations': 'False', 'Ambience': ""{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}"", 'RestaurantsAttire': ""u'casual'"", 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}"", 'NoiseLevel': ""u'average'"", 'GoodForKids': 'False'}","Fast Food, Restaurants, Japanese",
w3wQf6OmCcx3iPlrAa8Nnw,Mayfield Floral,6109 Mayfield Rd,Mayfield Heights (Cleveland),OH,44124,41.5204836,-81.4591183,4.5,31,1,"{'RestaurantsPriceRange2': '2', 'BusinessAcceptsCreditCards': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BikeParking': 'True', 'RestaurantsDelivery': 'True', 'DogsAllowed': 'True', 'WheelchairAccessible': 'True'}","Shopping, Florists, Arts & Crafts, Flowers & Gifts, Cards & Stationery, Floral Designers, Event Planning & Services","{'Monday': '0:0-0:0', 'Tuesday': '8:30-18:0', 'Wednesday': '8:30-18:0', 'Thursday': '8:30-18:0', 'Friday': '8:30-18:0', 'Saturday': '9:0-17:0', 'Sunday': '10:0-15:0'}"
dgG4shOIEdpv8ZLkRaAYug,Voodoo Brewery Cleveland,2279 Lee Rd,Cleveland Heights,OH,44118,41.4976165,-81.56490561,4,8,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WiFi': ""u'free'"", 'BikeParking': 'True', 'BYOB': 'False', 'WheelchairAccessible': 'True', 'BusinessAcceptsCreditCards': 'True', 'OutdoorSeating': 'True', 'HasTV': 'False', 'Alcohol': ""u'full_bar'""}","Food, Bars, Breweries, Restaurants, Nightlife, Pizza, Beer, Wine & Spirits, Wraps, Burgers, Pubs","{'Monday': '15:0-23:0', 'Tuesday': '15:0-23:0', 'Wednesday': '15:0-23:0', 'Thursday': '15:0-23:0', 'Friday': '11:0-0:0', 'Saturday': '11:0-0:0', 'Sunday': '11:0-20:0'}"
#NAME?,The Wine Mill,4964 Akron Cleveland Rd,Peninsula,OH,44264,41.204515,-81.495715,4.5,76,1,"{'Alcohol': ""'full_bar'"", 'HappyHour': 'False', 'BikeParking': 'False', 'RestaurantsGoodForGroups': 'True', 'BusinessAcceptsCreditCards': 'True', 'Smoking': ""u'no'"", 'OutdoorSeating': 'True', 'NoiseLevel': ""'average'"", 'Music': ""{'dj': False, 'background_music': False, 'no_music': False, 'jukebox': False, 'live': True, 'video': False, 'karaoke': False}"", 'Ambience': ""{'touristy': False, 'hipster': False, 'romantic': True, 'divey': False, 'intimate': True, 'trendy': True, 'upscale': False, 'classy': False, 'casual': True}"", 'CoatCheck': 'False', 'BestNights': ""{'monday': False, 'tuesday': True, 'friday': True, 'wednesday': False, 'thursday': False, 'sunday': False, 'saturday': True}"", 'WiFi': ""'free'"", 'RestaurantsReservations': 'True', 'RestaurantsPriceRange2': '2', 'GoodForDancing': 'False', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': True}"", 'HasTV': 'False'}","Wine Bars, Nightlife, Bars","{'Tuesday': '15:0-21:0', 'Wednesday': '15:0-21:0', 'Thursday': '15:0-21:0', 'Friday': '15:0-23:0', 'Saturday': '15:0-23:0'}"
OiesZiBguW9l4bOAkL8-5g,Boss Dog Brewing Company,2197 Lee Rd,Cleveland Heights,OH,44118,41.5000066,-81.5651082,3.5,102,1,"{'WheelchairAccessible': 'True', 'BikeParking': 'True', 'Caters': 'True', 'DogsAllowed': 'True', 'GoodForKids': 'False', 'RestaurantsTakeOut': 'True', 'BusinessAcceptsCreditCards': 'True', 'RestaurantsPriceRange2': '2', 'BusinessParking': ""{'garage': True, 'street': True, 'validated': False, 'lot': False, 'valet': False}""}","Food, Breweries, Brewpubs","{'Monday': '16:0-0:0', 'Tuesday': '16:0-0:0', 'Wednesday': '16:0-0:0', 'Thursday': '16:0-0:0', 'Friday': '16:0-2:0', 'Saturday': '12:0-2:0', 'Sunday': '12:0-0:0'}"
