business_id,text,Authenticity
9LAXz_VfATZ0kLdaavkN4g,"Phenomenal Customer service. Phenomenal food. Awesome drink specials. Location is perfect. Place is clean and staff is welcoming. Manager is very nice. What more could you ask for? When I ordered I got the Milanese sandwich and it was the bomb. Will be coming back more! 

If you don't like authentic tacos this place may not be for you. They do have other food items.",1
9LAXz_VfATZ0kLdaavkN4g,"Tortillas are house made, guacamole is chunky but smooth, and the tacos are PACKED with layers of flavor! I love that they give you lime wedges on the side to spritz over any & all of your food for yet another layer of flavor. The tacos are a bit small (probably due to the authenticity of the tortilla), so I would recommend 2-3 depending on how hungry you are. I had 2 and split an appetizer of guacamole & chips- it was the perfect amount of food! If your contemplating giving this place a try- I'd definitely recommend it!",1
9LAXz_VfATZ0kLdaavkN4g,"Came here because I live in the city which this was named after. Thought it was a cute idea, nothing like the real Bakersfield, which is a good thing lol food was a trendy version of Mexican food, not authentic at all. Modern approach to cuisine, if you're looking for authentic, this is not the place. Atmosphere was chill. Really cute inside. Staff was very friendly, I really liked our server, he was funny.",1
9LAXz_VfATZ0kLdaavkN4g,"The tacos were delish, the margaritas strong, and the staff lovely.  They keep the rock n' roll pretty loud on the weekend, so don't plan on staying long, let alone relaxing. I appreciate a concise menu and a fast turn-out on the food.  I love authentic Mexican food and often abhor ""new American""-style taco permutations, but both the mushroom and the pulled brisket were tasty and filling.  The chicken was good too, if a little dry.  The house-made soft corn shells may be the best part.  Barrio has nothing on this place - leave it for the kids.  Funny that aside from the menu, absolutely nothing about this restaurant is, in fact, Mexican.   It's the owner(s) insurance for an easy re-branding if the whole Mexican thing doesn't work out.",1
9LAXz_VfATZ0kLdaavkN4g,"I kept hearing about Bakersfield and decided to give it a shot especially given that many people had only positive reviews about it.  I went with a few friends and we got a variety of tacos to all share and we also ordered the trio (chips, guacomole, rojo & verde salsas).  

For the tacos, we ordered pollo asado, fish, baja shrimp, al pastor, to name a few. The tortillas were probably one of the best parts of the taco.  They are corn tortillas made in house fresh which I really appreciated given that I actually prefer corn tortillas over flour ones.  The presentation of the tacos were beautiful and came in a huge platter family style.  

The prices are much more worth it during happy hour.  Each taco is $2 per taco which is a great price, but unfortunately, we made it only a few minutes after happy hour ended. The service was great and the waitress was very accommodating about bringing out more chips for our salsas.  We had some salsa left over and she also put that in to-go containers for us.

Overall, I wouldn't say this is the most authentic place for Mexican food, but the tacos especially during happy hour are worth every penny.",1
9LAXz_VfATZ0kLdaavkN4g,"Great place to go with friends for a variety of tacos and strong margaritas! Cleveland has an abundance of taco places but lacks ""good"" taco places. I think this fits that missing mold with tasty by no means authentic tacos - nevertheless, they really do hit the spot. Very tasty guacamole that is chunkier than usual. Pleasant atmosphere. Super close to the mainstrip of ohio city. Free parking.",1
9mI2BHTu0at_JA3RA_AEeg,"Dopey, Ball-Cap-Guy Central...

THE UP-SIDE:
Your average, everyday bar.  Booze, beer, etc.  Nice looking decor for a corner-joint.  Service is average.  The outside patio (in Summer) is a good place to hang.

THE DOWN-SIDE:
This place is consistently too noisy with music and deafening conversation levels.  In addition, it's nearly-always a ""sausage-fest;"" with big, dopey ""guy's guys"" outnumbering the women two to one.  Every once in a while, the management here attempt to resurrect an ""authentic"" Irish feel by having an Irish guy with a guitar play some songs and sing in a faux-Irish accent.  I find these times to be a truly phony and horrid little experience.

THE SUM-IT-UP:
Stop in for a beer or two but don't expect anything great.",0
9p-oDNOVSG38rRN-15MviQ,I used to go to Seoul garden in Parma for Korean food but the taste there was too salty. I recently discovered this hidden gem in Chinatown and the food we ordered are very authentic and delicious! There is even a karaoke room inside the restaurant. This will be my place for Korean food in the future!,1
9p-oDNOVSG38rRN-15MviQ,"A delicious Korean restaurant! The food is (from what I understand as a non-Korean) fairly authentic and a delight! The spicy tofu was soft and spicy, while the vegetable dolsot bibimbap (rice with vegetables) came out hot in a stone bowl. As with any good Korean restaurant, complimentary cold appetizer-bites (pickled vegetables, kim chi) and white rice came with the food.

The atmosphere is bare - but saved by posters of super-cute Korean girls (beer ads) on the wall. The place itself seems to be in a run-down warehouse area. The service is OK. Bottom line - come for the food.",1
9p-oDNOVSG38rRN-15MviQ,Good and authentic korean food. A bit pricy. Their lunch menu is good.,1
9p-oDNOVSG38rRN-15MviQ,"They have great bibimbap. ...But that's the only great dish they have.
They also have quasi-Asian style karaoke, with an authentic Korean-language system and input console. 

If I were that desperate for Korean food or Asian-style karaoke in Cleveland, I might go to this family-owned Korean restaurant, but there are alternatives in town for both offerings with comparable prices and better service.


In regards to food, the dol sot (clay bowl) bibimbap is the highlight here. The jigae (soft tofu stews) are tasty, and are probably the only other dishes on the menu that aren't overpriced. The pork noodle soup, on the other hand, has been very underwhelming and unnecessarily expensive, and comes with only a single piece of pork. The small side dishes have nice variety.

Now for the karaoke. It's in a room that you have to reserve in advance. It's recommended to book for 6 or more people, because otherwise they get mad. They also get mad if you don't order dinner with karaoke, which is fair, as the karaoke is discounted with dinner (which cancels out the discount). The song selection is decent; good selection of Korean music, okay but kind of random selection of Japanese music, and limited selection of English music. Not all of the books are up to date with the most recently added tracks. There are also Chinese, Vietnamese, and other more obscure language tracks which you can only access through the Korean-language console, so either bring someone who can read Korean or prepare to memorize symbols on buttons. Of note, the video that goes along with the sound recycles through old Korean tragedy movies and is often hilariously incongruent with the music. As an extreme Asian karaoke buff, this place gets 3/5 for the karaoke.

Overall this would make for a 3-star place if not for generally bad service and the many times we've run into billing drama. The management tends to be incompetent and rather grudging when we try to divide the bill for a group, and will charge gratuity on the tax, which is shady to put it mildly. After several times arguing and leaving with glares all around, it's just not worth it to come here anymore.


As a note, Miega BBQ is several blocks down, has similar prices, a bigger menu selection, better food, better service, and free karaoke. Follow the logic.",0
9p-oDNOVSG38rRN-15MviQ,"As you walk in, you can tell that there was no money spent on design or decorations. So if you are looking for romantic ambience, this is more like a local BBQ dive. Oh, there's a karaoke room in case you are wondering who is singing horrible imitation of K-pop.

Taste is very good for the three dishes we ordered, and I'm sure other dishes may have equally authentic flavors. But portion size is rather skimpy as compared to other Korean joints. Bonchons are also slim with only half a dozen plates. They are kind of cheap on rice and soup that come with the entrees. Rice bowl was half filled and soup was barely filled half way. 

Service was fine but I dont like walking away hungry.",0
9p-oDNOVSG38rRN-15MviQ,The Korea House is a wonderfully authentic Korean restaurants with fabulous meals well-priced wonderful service 11 37kimbon roll.  5.,1
9p-oDNOVSG38rRN-15MviQ,"About as authentic as it gets in Cleveland. They always seem to be open too. There's Korean beer posters and autographs written all over the walls and a separate room for events. I've gotten so much at this point, I can't list everything I've had, but the tofu appetizer, the bibimbap are very good. I highly recommend Korea House.",1
9p-oDNOVSG38rRN-15MviQ,This is such a awesome place!! I took my father and son on our recent trip to Cleveland . It was so authentic and was a great family experience. Sang our waiter made our soju cocktails with a bang. You can taste the quality of the ingredients in every bite . Highly recommend it !!!,1
9p-oDNOVSG38rRN-15MviQ,"I've had Korean Food in South Korea and Korean Food here in Cleveland, Ohio and this is still my favorite. I think Korea House is superior to Seoul Garden, Seoul Hot Pot, or Miega. 

It ranks in my top 10 favorite restaurants in Cleveland, hands down. 

1) The Restaurant itself is set in a non-discrepant red brick building on the corner of East 38th and Superior in Asia Town. Ample parking and enter where the blue awning is. 

2) The restaurant is small. There is a private room in the back for Karaoke and large groups. It's kind of awesome. It's not fancy or showy at all. Just like many authentic Asian restaurants with Mom and Son cooking in the back are. You'll see a mix of White, Asian, and sometimes Black in the restaurant at any given time. 

3) They do not have liquor here. But you can indulge in beer, wine, sake, and soju. I suggest going with a bottle of Soju for your table. 

4) Banchan: These are the tiny sides that come with everyones dinner. Kimchi, Cucumbers, Pickles, Spicy Radish, Salad, Fish Cake, Potatoes. All amazing! 

5) Appetizers: The Kimbop Rolls are amazing. This is one of my favorite Korean appetizers and this is the best one I've ever had anywhere in the world. We also shared a Haemul Panjeon Pancake (Seafood Pancake). Perfectly doughy and excellent with some dipping sauce. Finally, we got an order of Mandu (Fried Dumplings). These were okay. I think they changed their recipe or something. 

6) Dinner Entrees: Hands down the best item on the menu is the Kalbi (Korean Short Ribs). They are so tender. You will not be disappointed! We also got a Dakqui (Grilled Chicken Breast). That too was tender and had great smoky and light spicy flavor to it. Btw, we asked our waitress (Shiroko) to cut the Kalbi and the Dakqui for the table so we could share easily. We also got the Japchae Noodles. I had never had Japchae before but these noodles were fantastic. Somewhat of a different texture to them (Almost slimy) but so good with the stir fried beef, onions, peppers, sesame seeds. Our final entrÁE©e was an order of Kalbi Sal. My understanding is this is sliced ribeye that comes out raw. You are given a portable grill and cook your meat table side. Pair it down with a lettuce wrap and a spicy garnish and it's one of the best lettuce wraps I've eaten. 10/10 if you ask anyone from our group. 

It's affordable, it's no frills, but it is such a unique dining experience that you'll be sure to re",1
9p-oDNOVSG38rRN-15MviQ,"Nestled in Cleveland's Asia Town, Korea House is one of those restaurants you might not stumble into if you weren't looking for it.

The parking at Korea House is super easy and there's a free lot directly in front of the restaurant.  You'll be seated right away once inside, and they will bring you Banchan (small dishes of food) almost immediately. The menu is generous in terms of options, providing options for both vegetarians and carnivores, and no one can dispute the authenticity of this local restaurant. 

My review rounds out to 3 stars for two big reasons: portion size and ambiance. The lunch portions are very small for the price, and the restaurant is very plain in creating any type of atmosphere. They also always seemed to be understaffed given how popular they are. If you're journeying here on a lunch hour, be sure to give yourself more than one hour! Yet, if Korean food is your jam, I think you'll appreciate Korea House, regardless of wait time.",1
9p-oDNOVSG38rRN-15MviQ,"The food here is out of this world good! Ive been coming back for years now and it always impresses me and remains very authentic. I could not recommend Korea House enough, you must try it! Its truly a hidden gem and I hope to come for many years to come!",1
a1_ZedhXo5mVflOV471pCA,"Ok... let me preface this review by stating that this is not a place you plan an evening for... no dates, no groups, no hangin' out with your buddies. It's a very tiny take out joint. You walk in the door and you have about as much space as a broom closet to stand in. It's cramped, looks a bit disorganized, but folks... let's face it - we're here for the food.

Owned and operated by an authentic Filipino Lola (grandma), she and her place serves the quintessential Filipino comfort food. I say comfort because when I sit down, wherever I may be, to enjoy a meal from Mely's... I am taken ""home"". Memories flash of all the tastiest Filipino dishes made by the greatest Filipino cooks I've ever had the pleasure of being fed by. I've tried just about everything Aling Mely offers at this joint. Everything, and I mean everything is authentically good. But I have my two staples that I get just about every time I come here: 1) the oh-so-crispy lechon kawali - wok fried pork belly with the skin ever so crispy, chopped up in generous bite-sized pieces, served with Pinoy gravy. 2) The dinuguan. Oh, man! The dinuguan. I won't describe the details of this pork dish here, but if you're a fan of dinuguan, it's as good as any of the best I've had. It really is. And if you don't know what dinuguan is... just try it over rice. I promise you'll love it!",1
a1_ZedhXo5mVflOV471pCA,"Having just moved to Ohio from Los Angeles, I've been longing for legit Filipino food and I am thrilled that I've found some compatible to that of my hometown. Mely's is so authentic, right down to the location- it's exactly where I expect to find true Filipino cuisine. They make their lumpia fresh and fry it up when you order it. The bistek is AMAZING and the lechon is delicious. I'm not a diehard lechon fan, but I will happily eat Mely's anytime! Mely is so sweet and friendly, and her dishes are full of flavor. Definitely worth visiting again and again!",1
a1_ZedhXo5mVflOV471pCA,I know very little about Filipino food but happily I stumbled on this place when I was in the area on a trip getting my car serviced. I got the Menudo from the hot table with rice. All I can say is that is was delicious and a lot of food for $7.00. Everything there had a beautifully home-cooked look about it. The hostess (I'm guessing Mely) was very sweet. Definitely don't plan to eat in here but do plan on great food to carry out.,1
a1_ZedhXo5mVflOV471pCA,"Omg, this hidden gem is so awesome and authentic, down to the two wonderfully friendly Filipino ladies working there.  The food is TO DIE FOR!!!   

A must try place for authentic Filipino food!!!

F.Y.I.  Call ahead for an easier time.",1
a58P2BPCCbQgDMbEoLfWzg,"Five stars, to me, means close to perfection, so I don't award them lightly.  But Emperor's Palace is truly outstanding--and I didn't even know that it existed until Chinese New Year, when my Chinese friends took me there for a super-delicious meal.

Now, I had an unfair advantage, because my friends had long conversations with the servers about what goodies would be coming our way--and, of course, these conversations were in Chinese.  If my reward is food this good, I think I need to begin studying Mandarin.  A reviewer said that her order was ""dramatically different from what we know them to be.""  I think that the problem for most of us Yanks is that them there crafty Chinese habituate us to food specially crafted to our palates in most restaurants.  (My Chinese fiance would always say that Chinese food had to be ""edited"" for 'Mericans,.  It needed to be fried and oilier than normal, sweetened when it would not normally be sweetened, and cooked longer.  He was a great cook, so he had a lot of credibility.)  

And, yeah, the area is certainly ""bad.""  Those who don't spend most of their time in the CSU area, as I do, might want to make the first visit during daylight hours.  There is no parking lot.  We had no trouble finding parking, though, although the restaurant was crowded--Chinese New Year, remember?  Oh, and there are cool statues of Chinese zodiac animals lining the street.  Oh, and the interior is GORGEOUS.  

I recommended the restaurant to all my friends, regardless of national origin.  I haven't had the opportunity to eat there again, but I am eager to do so.  My opinion:  well worth a try, if you like authentic, tasty Chinese food.  (Obviously I do!)",1
a58P2BPCCbQgDMbEoLfWzg,"When this place first opened, it took 7 to 10 minutes for the dim sum to get to the table, since they were making it fresh! They have them pre-made now, recently we went and it took a few minutes but the food was still good! My favorite are shrimp dumplings. You can't miss this place there are 12 stone statues of the animals of the Chinese zodiac out in front of the parking lot. The interior is authentic and design of the inside is beautiful. My favorite and if not the best Chinese dim sum restaurant in downtown Cleveland. The dim sum portions are amazingly large. Would like to visit for dinner sometime in the future.",1
a58P2BPCCbQgDMbEoLfWzg,"Great food and quick delivery! I definitely found my spot. 

The General Tso chicken was delicious! I tried the mild sauce which was just the right flavor and proportional to the chicken. I finally found a place with good authentic fried rice. The shrimp spring rolls are great too. 

Can't wait to work through the menu!",1
a58P2BPCCbQgDMbEoLfWzg,"One must never think that all Chinese Restaurants are created equally.  I have been longing for a real authentic taste of China for a very long time, and from today's brief lunchtime pickup I think have found it.  
The location is near downtown neatly tucked away from a main road.  It appears as if the entire lower half of this building was completely renovated and it is beautiful Asian dÁE©cor..""It feels like visiting a palace quite literally.  Golden lined doors and walls, artistic wood carvings and the like; one definitely feels they are in a far far away place.  
However majestic it may look, you are probably asking about the food right?  I will tell you that this does not disappoint.  I picked up 2 lunches today, one for me now, and one for my lover as a dinner.  
I ended up going with the Orange Tofu and Healthy Rice....I am not certain how one creates the orange glaze that we have here, but such a citrus flavor wrapped around tofu with a perfect spice...mm mm give me more!!!!.  It is refreshing to be offered ""healthy rice"" opposed to simply Fried or White rice.  I enjoy the grains!..
For my lover I ordered Basil & Chili Tofu.  I could not let myself indulge completely in this meal as it is meant for someone else, however the flavors disseminating into my mouth are near 7th Heaven.  Garlic, basil, onion...not sure what else but my lord...give me strength to take this home to my lover with ",1
a58P2BPCCbQgDMbEoLfWzg,"A party of 4 of us wanted to try some place new in Cleveland for dim sum and heard about Emperor's Palace located in the old Chinatown area. 

The restaurant was easy to find, with plenty of parking in the lot across the street from the building. The lot is very distinctive because there are 12 stone statues of animals standing guard facing the restaurant. These are the 12 Chinese zodiac animals, a very nice landmark.

We were very impressed with the decor inside the restaurant. It is ornately decorated with gold and other Chinese trimmings. The staff was very friendly and quite knowledgeable about  the menu too. Our drinks were kept filled (hot tea and iced water) and the dim sum dishes we ordered were delivered to our table piping hot.

Compared to other dim sum places in Cleveland, the food here was head and shoulders above the rest. The portions were larger, the temperature was good (we know it had not been sitting in a cart cooling down), and the taste was more flavorful. The Phoenix Claws we had were plump and not overcooked. The Turnip Cake was thick and crispy on the outside. The riblets in black bean sauce were tasty morsels of deliciousness. We had two pastry dishes, both which were excellent. The pastry was flaky and light while the filling was savory and hot.

While this restaurant's dim sum selection is quite large, we would have liked it if they had a couple of items we liked at the other large dim sum place. Unfortunately, the Emperor's Palace did not serve fried sticky rice or our favorite dessert, ""tau foo fah"". Even then, I would not hesitate to return to this restaurant for some excellent and authentic dim sum!",1
a58P2BPCCbQgDMbEoLfWzg,"I got congee with fish and shredded lettuce çEEèEEé­EçEEç²¥ and scallion pancakeèE¥æ²¹é¤E, both were fresh and delicious. 
Fish congee was thick and delicate, the fish slices were very tender, yummy. 
Scallion pancake was very authentic and not too greasy. 
The place was clean and beautiful, shinny, magnificent. Haha. I like the Chinese zodiacs outside, cute.
The service was great, all the waitresses were friendly and nice, served me fruit after meal, even I just had two dishes, I felt so sweet~",1
a58P2BPCCbQgDMbEoLfWzg,"So we found out about this because of the Cleveland Night Market.  We went back on a regular night.  The inside is fairly authentic.  The service is really great.  The menu will take the normal American a little off guard.  They have most of what one would be normally used to but they they have the truly traditional dishes.  Not quite brave enough just yet but working on it.

The servings are huge, so be careful.  My favorite of the night was crispy garlic beef.  We also had spring rolls and crab Rangoon.  Others had General Taos and an Orange Chicken.  All were fantastic.

So my one really big surprise, the deserts.  They gave us a sampling of an egg tart and some other sponge cake.  They were amazing.  I have had pastries in China towns in NY and Chicago.  Bit pretty much the same and very bland.  These were not.  A must have.",1
a58P2BPCCbQgDMbEoLfWzg,"Super old school Chinese. Dim sum was limited but good. Very authentic.  It's BYOB So grab some beer, saki and a few friends have a fun night out with great food in a kitschy environment.",1
a58P2BPCCbQgDMbEoLfWzg,"Emperors serve great Cantonese food. Yes I specially recommended this place for Businesses or dating. The decoration are very classy and elegant. I  offer authentic cantonese Dim Sum. More healthier, tasty, and the texture is correct. I can tell just because I am a Chinese  grow up in Hong Kong.  I am a picky eater!",1
a58P2BPCCbQgDMbEoLfWzg,Very authentic food. Atmosphere was too lit up.   Parking was easy. Dim sum was excellent.,1
a58P2BPCCbQgDMbEoLfWzg,"definitely a good place for 'dim sum'. :)
as far as i know this is the only place that offers pretty authentic 'dim sum' menu and the other foods on the menu are very nice too.
it's a little hard to find this place at first but after the first time, i've been going there like 3 times a week now!",1
a58P2BPCCbQgDMbEoLfWzg,"I was at Emperor's Palace first for dim sum brunch with friends about three weeks after it's opening.  This was very good and there is a central buffet area where you can pick the dishes you like and a server will bring it to you.  The shrimp dumplings (har kow) were a little dry but the rest of the dim sum was great and very authentic.  Food was flavorful and not overly greasy.  The sticky rice in lotus leaves, chicken feet, tripe, steamed beef meatballs, and pot stickers were delicious.  The jellyfish was also great.

I went back later in the week for take out dinner after a late meeting and ordered the Szechuan tofu and the Hunan shrimp.  The Szechuan tofu had those wonderful mouth numbing peppercorns in the sauce and the Hunan shrimp was flavorful with fresh vegetables.  I ordered the spice level at medium hot which was perfect for me.
It came with a choice of steamed jasmine rice or ""healthy rice,"" a mix of some jasmine and wild and brown rice.  I tried the ""healthy rice"" and found it quite tasty and will probably have it again.
 
The menu is large and has many authentic dishes.  I speak Cantonese so ordering food is pretty easy, but the managers speak English very well and remembered me from my first visit.  Overall, very good customer service, great food quality.  

I would give this restaurant 5 stars, but my only drawback is its location, especially at night.  Rockwell is a bit isolated from the other restaurants and businesses at night and there are some occasional individuals requesting handouts as you go toward your car.  I feel safe, but I think this may turn some people off.",1
a58P2BPCCbQgDMbEoLfWzg,"Great dim sum spot. 

The place is ladened with gold from top to bottom. 

The dishes were already steamed and ready to be served on this Saturday afternoon; the food were superrr fresh and authentic. I judge dim sum on the quality of Asianness. The beef balls were so springy -- so on pointe. I also recommend the shrimp dumpling har gow, pork dumpling siu mai, shrimp noodle crepe roll cheung fun, beef balls ngao yuk, and phoenix claws chicken feet.

I also had to have my honey walnut shrimp -- excellent quality made HK style.

This is located in Old Chinatown",1
a58P2BPCCbQgDMbEoLfWzg,"Highly recommend this place if you want to try authentic Chinese food, not American Chinese Food! I just moved to Cleveland this April from China. Looking for great Chinese food is one of my big interest here. However, Yelp rate didn't really help to tell the authentic Chinese food. This restaurant definitely deserves 5 star in terms of food quality! The Dim Sun is so good and reminds my time in Hong Kong. Quality of food is consistent and not using heavy sauces. It is even better that most Chinese Restaurant with higher rate in NYC! I will definitely go to this place on a regular base, and highly recommend it to my home sick Chinese Friends.",1
a58P2BPCCbQgDMbEoLfWzg,"Very authentic food, amazing clean dining room and friendly staff

I had wonton soup, spring roll and
Fired rice with Kung Pao chicken.  

Want to try other specialties",1
A7i_H252XydtrK7BUTvoog,"Brunch Review

A serious lack of identity. They say they are a southern/soul style restaurant but I am not feeling the authenticity. 

Food: 2 stars.
Their signature Louisiana Quiche was a little above average but their ""Cajun potatoes"" had no kick and no Cajun taste. 

Service: 1 star.
Lack of urgency and attentiveness. Lack of training and flexibility. No real support staff structure. It seemed like employees were just wondering around without a designated function and accountability.

Vibe: 1 star. Lack of identity and real, southern soul feel. 

Price: Louisiana Quiche and coffee cost $18. Enough said. 

Would not recommend.",0
A7i_H252XydtrK7BUTvoog,"Two things to judge a southern style restaurant by:  biscuits and grits. I just had Saturday brunch consisting of eggs, pepper bacon, grits, fried green tomatoes and biscuit. Right on the money. The grits were authentic and I know, having grown up in SC and Mississippi. They were creamy, cooked right (not too much and not too little), and seasoned nicely. And the biscuit - light, fluffy and tasty, no butter or jelly or honey to mask a gummy biscuit or a stale puck.   Overall it's good. Just like the sister restaurants.",1
AbPQf-X7awuPFDULiJ43bg,This place is affordable and authentic! Their banh mi was very delicious and pho was always super flavorful. Strongly suggest the pho with all kinds of meat in it - that's my favorite. I heard their papaya salad was pretty delicious too!,1
AbPQf-X7awuPFDULiJ43bg,"Superior Pho in one word is ""underwhelming"".  I'm surprised this place has so many great reviews.  Maybe it's because I'm from a traditional background and i was expecting traditional pho but I was disappointed in their food and service.  The place is small, although they did expand.  It's crowded, cleanliness is questionable and they seem quite hectic and disorganized during busy times.  The broth soup for their pho is bland, and seems like it's a bit watered down.  They skimp on giving you the portions of meat with the pho.  Their ""meatballs"" were cut into 4ths to be served...seriously?  Seems like their food has been ""americanized"" which I guess is fine, but doesn't sit well with me since I'm expecting authentic ethnic food no matter the culture.  There numerous better alternatives to Superior Pho with superior food (no pun intended), ambiance and service.",0
AbPQf-X7awuPFDULiJ43bg,"Best place for authentic Pho in Cleveland! I always get the #8 large with eye-round steak and I can never eat it all.

This stuff could grow back a limb it's so homey and delicious.",1
AbPQf-X7awuPFDULiJ43bg,The food was amazing and very authentic! The bubble tea was more of a smoothie not like what I had while in California but delicious nonetheless! I will definitely be going back!,1
AbPQf-X7awuPFDULiJ43bg,"Having lived in San Francisco and experienced authentic Vietnamese cuisine in several family run restaurants there, the popular Superior Pho is not the most authentic Vietnamese restaurant in NE Ohio.

Their Pho is just OK - generous portions but more noodles than I prefer and a bit too salty. Their summer rolls were below average - being a bit mushy to the touch, and were not freshly prepared, but served chilled (not room temp), as if they were sitting in the refrig already premade. And their peanut sauce is inconsistent - sometimes thick and tasty, other times runny and too spicy. Their Vietnamese sandwich - Banh Mi - seemed a bit small in size and lacking in meat quantity, though the bread was a nice crusty texture. The staff is friendly, but the restaurant is often not that clean with sticky and poorly wiped table surfaces, and obvious food particles on the floor/under table and chairs. Prices are average.

I have been coming here for several years now, and the quality has definitely declined. It is now very popular and I think that quality control has suffered a lot.
Luckily, for those seeking authentic, quality, fresh Vietnamese cuisine, try the new PHO HA NAM located in the Asian Town Center just a few blocks away on Superior.
This family run restaurant is now the most authentic and quality focused Vietnamese restaurant in NE Ohio. Check it out, you won't be disappointed!




Share",0
AbPQf-X7awuPFDULiJ43bg,"Highly recommend!!! Great place. As authentic as it gets. Not a bowl of MSG...nicely balanced. Friendly wait staff...nice environment, plenty of parking. Will def be making the hour hike back every weekend!!!",1
AbPQf-X7awuPFDULiJ43bg,"Great vietnamese, don't bother going next door to number 1 pho.  Most authentic in the area.",1
AbPQf-X7awuPFDULiJ43bg,"So visiting Ohio I saw on Yelp the good reviews this place had.  As a Vietnamese individual from California (who grew up eating some of the best pho ever) and currently living in NY (home of some quite disappointing pho fare) I had to stop here to give this place a go.  Some of the best pho people have ever eaten, huh?  Let's see.

First off, this place is not directly on Superior Street.  It's in some sort of shady mall location in the back.  Don't be misled and go to that Pho #1 location by accident unless you intended to go to Pho #1.

I ordered a #10 which got me 1 large bowl of pho (I ordered the Dac Biet which is the Special) and a Vietnamese Banh Mi (Sandwich) and a drink (wished they gave the option of Vietnamese iced coffee as a drink which they don't).  Ok so the pho.  Simply put the meat used were great.  Some of the best beef I've had in awhile in a pho dish.  And they probably used a professional slicing machine for the tripe.  Some of the thinnest slicest of tripe I've ever encountered.  Thumbs up. The broth, however, was lacking.  While not watery, I didn't feel it was flavorful enough.  Just my opinion.  My comrades felt there was too much of a ginger taste with the broth.  Also, there were not tendon in my pho.  What's up with that?  I did order a Dac Biet after all.

On to the sandwich.  Sorry, it's not authentic.  I am one of the folks who's a big believer in the actual bread being of equal importance as what's inside it.  While the filing was good enough the bread used...I'm not sure what that was. My friend and I bought ordered the #10 so I'm sure they used the same loaf of bread for each of us and just ripped it in half for each.  It looked like an italian bread ripped in half.  Disappointment.

I wished I could give at least a 3.5 star for this place because hey Cleveland you beat New York with your pho.",0
AbPQf-X7awuPFDULiJ43bg,"This place had a bunch of good reviews, so I wanted to try it out. It is nestled in a little Asian center that has a few other food vendors. The restaurant itself is very cozy and pretty spacious with its two rooms. Staff were also pretty friendly.

As for the food, I was not very pleased. I had the goi cuon (summer roll) and the bun bo hue.. Both were sub-par. The summer roll looked like it was quickly thrown together and tasted just ok. The bun no hue was not very flavorful and it did not taste like traditional bun bo hue at all... It was very garlic-strong. Probably my worst experience of having bun no hue in a restaurant. I tried my boyfriend's pho and banh mi.. The banh mi was probably the best tasting out of everything (great bread!) and the pho was just ok, a bit bland. 

However this place seems to be popular with locals and families of non-Vietnamese decent. I will reiterate that the food wasn't terrible but it was just not authentic tasting (coming from a Vietnamese person). I personally was not pleased.",0
AbPQf-X7awuPFDULiJ43bg,"I came in here for a Mother's Day brunch and I could not believe how the owner was treating his employees. I could hear the yelling blaring from the kitchen and our server running out of the restaurant crying. 
The food was mediocre at best. The grilled pork on the 3C seemed like it was microwaved and served on a cold bed of hard rice. I also received cold spring rolls which seemed to be undercooked. The meal was very  disappointing... the service was prompt and friendly so sad to see our server ran out crying her eyes out. Do yourself a favor and don't go here. If you're trying to get some authentic Vietnamese food this is NOT the place to go. I will never be back here again.",0
AbPQf-X7awuPFDULiJ43bg,"Best Pho in town! They have many pho options to choose from and they are all amazing and super authentic. The portion sizes are very large, which is great, you can eat it all or have a great amount for leftovers! They give you a bunch of accompaniments, too! My go to is the #8, great variations of the meats. The #2 is also delicious and the most authentic (as you cook the raw beef in the broth). 

We also got the ""7C bahn mi"" which was SO delicious too, even the bread was the perfect crisp on the outside, soft on the inside. 

We went here twice in one week - once on a Saturday night, which they were pretty busy but still their service was quick. Their take out is also super quick and professional! They give you all the necessary accompaniments and package smartly. 

Definitely recommend - our go-to pho spot! A great bang for your buck as you can swing 2 meals out of it. Parking is in back.",1
AbPQf-X7awuPFDULiJ43bg,Maybe I am comparing this place to California but the food here is really not good. I got the Bun bo hue and there was just a few slices of beef shank. The soup base is bland. Too much noodle which is not edible. Don't expect anything authentic. It takes forever to pay the bill at the cashier. Sorely disappointing,0
AbPQf-X7awuPFDULiJ43bg,"I don't get it. They may be going for authentic and quaint but this place is filthy. I can only imagine what goes on in the kitchen. And after all of the great reviews I was expecting much better food. It's average at best. The only redeeming virtue was the attentive waitstaff.


Hi Chris...To answer your question below, the floors are incredibly dirty. It was disgusting. I wondered if that was why you kept it so dimly lit in there. There are marks all over your walls. Just look at the back one as an example. I feel if you can't keep your dining room clean, how could we ever expect your kitchen to be clean?

I had heard so much good things about your restaurant that I was shocked when I walked in there for the first time.

Best regards,

Mark",0
AbPQf-X7awuPFDULiJ43bg,"This is the best Pho in Cleveland! Good authentic stuff, but also a decent offering for Americanized pallettes. :) 

Don't forget to get yourself some bubble tea! 

The service is a little hit or miss when it's busy, but they're quick to respond to requests and the food makes it worth it.",1
